+--------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                 Consistency level: ALL, Duration: 508.4920000000001 ms                                                 |
+----------------------------------+----------+----------------+-----------------------------------------------------------------------------------------+
|               Time               |  Source  |    Duration    |                                       Description                                       |
| 2024-09-26 06:20:57.421000+00:00 | 10.0.0.4 | 0:00:00.000938 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.421000+00:00 | 10.0.0.6 | 0:00:00.000399 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.421000+00:00 | 10.0.0.4 | 0:00:00.000963 |          Sending MUTATION_REQ message to /10.1.0.5:7001 message size 110 bytes          |
| 2024-09-26 06:20:57.421001+00:00 | 10.0.0.4 | 0:00:00.001173 |          Sending MUTATION_REQ message to /10.2.0.4:7001 message size 110 bytes          |
| 2024-09-26 06:20:57.423000+00:00 | 10.0.0.4 | 0:00:00.002535 |                    MUTATION_RSP message received from /10.0.0.6:7001                    |
| 2024-09-26 06:20:57.423000+00:00 | 10.0.0.4 | 0:00:00.002601 |                         Processing response from /10.0.0.6:7001                         |
| 2024-09-26 06:20:57.423000+00:00 | 10.0.0.4 | 0:00:00.002809 |                    MUTATION_RSP message received from /10.0.0.5:7001                    |
| 2024-09-26 06:20:57.423000+00:00 | 10.0.0.4 | 0:00:00.002880 |                         Processing response from /10.0.0.5:7001                         |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000020 |                    MUTATION_REQ message received from /10.0.0.4:7001                    |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000158 |                       Enqueuing forwarded write to /10.1.0.4:7001                       |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000215 |                       Enqueuing forwarded write to /10.1.0.6:7001                       |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000247 |           Sending MUTATION_REQ message to /10.1.0.4:7001 message size 96 bytes          |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000259 |                                  Appending to commitlog                                 |
| 2024-09-26 06:20:57.433000+00:00 | 10.1.0.5 | 0:00:00.000284 |           Sending MUTATION_REQ message to /10.1.0.6:7001 message size 96 bytes          |
| 2024-09-26 06:20:57.433001+00:00 | 10.1.0.5 | 0:00:00.000300 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.434000+00:00 | 10.1.0.5 | 0:00:00.000350 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.434000+00:00 | 10.1.0.5 | 0:00:00.000438 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.6 | 0:00:00.000018 |                    MUTATION_REQ message received from /10.1.0.5:7001                    |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.4 | 0:00:00.000013 |                    MUTATION_REQ message received from /10.1.0.5:7001                    |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.6 | 0:00:00.000165 |                                  Appending to commitlog                                 |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.4 | 0:00:00.000138 |                                  Appending to commitlog                                 |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.6 | 0:00:00.000376 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.4 | 0:00:00.000198 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.4 | 0:00:00.000253 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.435000+00:00 | 10.1.0.4 | 0:00:00.000398 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.436000+00:00 | 10.1.0.6 | 0:00:00.000489 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.436000+00:00 | 10.1.0.6 | 0:00:00.000579 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.436000+00:00 | 10.2.0.6 | 0:00:00.000191 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.436000+00:00 | 10.2.0.6 | 0:00:00.000315 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000026 |                    MUTATION_REQ message received from /10.0.0.4:7001                    |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.5 | 0:00:00.000014 |                    MUTATION_REQ message received from /10.2.0.4:7001                    |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000175 |                       Enqueuing forwarded write to /10.2.0.6:7001                       |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000257 |                       Enqueuing forwarded write to /10.2.0.5:7001                       |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000296 |           Sending MUTATION_REQ message to /10.2.0.6:7001 message size 96 bytes          |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000307 |                                  Appending to commitlog                                 |
| 2024-09-26 06:20:57.439000+00:00 | 10.2.0.4 | 0:00:00.000375 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.439001+00:00 | 10.2.0.4 | 0:00:00.000447 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.439001+00:00 | 10.2.0.4 | 0:00:00.000582 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.440000+00:00 | 10.2.0.4 |      None      |           Sending MUTATION_REQ message to /10.2.0.5:7001 message size 96 bytes          |
| 2024-09-26 06:20:57.440000+00:00 | 10.2.0.5 | 0:00:00.000194 |                                  Appending to commitlog                                 |
| 2024-09-26 06:20:57.440000+00:00 | 10.2.0.5 | 0:00:00.000432 |                                Adding to mytable memtable                               |
| 2024-09-26 06:20:57.440000+00:00 | 10.2.0.5 | 0:00:00.000503 |                           Enqueuing response to /10.0.0.4:7001                          |
| 2024-09-26 06:20:57.440000+00:00 | 10.2.0.5 | 0:00:00.000652 |           Sending MUTATION_RSP message to /10.0.0.4:7001 message size 34 bytes          |
| 2024-09-26 06:20:57.448000+00:00 | 10.0.0.4 | 0:00:00.027761 |                    MUTATION_RSP message received from /10.1.0.5:7001                    |
| 2024-09-26 06:20:57.448000+00:00 | 10.0.0.4 | 0:00:00.027955 |                         Processing response from /10.1.0.5:7001                         |
| 2024-09-26 06:20:57.456000+00:00 | 10.0.0.4 | 0:00:00.036044 |                    MUTATION_RSP message received from /10.1.0.4:7001                    |
| 2024-09-26 06:20:57.456000+00:00 | 10.0.0.4 | 0:00:00.036250 |                         Processing response from /10.1.0.4:7001                         |
| 2024-09-26 06:20:57.457000+00:00 | 10.0.0.4 | 0:00:00.036597 |                    MUTATION_RSP message received from /10.2.0.4:7001                    |
| 2024-09-26 06:20:57.457000+00:00 | 10.0.0.4 | 0:00:00.036784 |                         Processing response from /10.2.0.4:7001                         |
| 2024-09-26 06:20:57.459000+00:00 | 10.0.0.4 | 0:00:00.038847 |                    MUTATION_RSP message received from /10.1.0.6:7001                    |
| 2024-09-26 06:20:57.459000+00:00 | 10.0.0.4 | 0:00:00.038961 |                         Processing response from /10.1.0.6:7001                         |
| 2024-09-26 06:20:57.469000+00:00 | 10.0.0.4 | 0:00:00.048909 |                    MUTATION_RSP message received from /10.2.0.5:7001                    |
| 2024-09-26 06:20:57.469000+00:00 | 10.0.0.4 | 0:00:00.049040 |                         Processing response from /10.2.0.5:7001                         |
| 2024-09-26 06:20:57.471000+00:00 | 10.0.0.4 | 0:00:00.050803 |                    MUTATION_RSP message received from /10.2.0.6:7001                    |
| 2024-09-26 06:20:57.471000+00:00 | 10.0.0.4 | 0:00:00.051036 |                         Processing response from /10.2.0.6:7001                         |
+----------------------------------+----------+----------------+-----------------------------------------------------------------------------------------+
