+--------------------------------------------------------------------------------------------------------------------------------------------------+
|                                         Consistency level: EACH_QUORUM, Duration: 504.66299999999995 ms                                          |
+----------------------------+----------+----------------+-----------------------------------------------------------------------------------------+
|            Time            |  Source  |    Duration    |                                       Description                                       |
| 2024-07-01 18:28:08.570000 | 10.1.0.6 | 0:00:00.000179 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.570000 | 10.1.0.4 | 0:00:00.000232 |                       Enqueuing forwarded write to /10.1.0.5:7001                       |
| 2024-07-01 18:28:08.570000 | 10.1.0.6 | 0:00:00.000213 |                           Enqueuing response to /10.0.0.5:7001                          |
| 2024-07-01 18:28:08.570000 | 10.1.0.4 | 0:00:00.000274 |                                  Appending to commitlog                                 |
| 2024-07-01 18:28:08.570000 | 10.1.0.4 | 0:00:00.000271 |           Sending MUTATION_REQ message to /10.1.0.6:7001 message size 96 bytes          |
| 2024-07-01 18:28:08.570001 | 10.1.0.4 | 0:00:00.000325 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.570001 | 10.1.0.4 | 0:00:00.000368 |                           Enqueuing response to /10.0.0.5:7001                          |
| 2024-07-01 18:28:08.571000 | 10.1.0.5 | 0:00:00.000009 |                    MUTATION_REQ message received from /10.1.0.4:7001                    |
| 2024-07-01 18:28:08.571000 | 10.1.0.5 | 0:00:00.000139 |                                  Appending to commitlog                                 |
| 2024-07-01 18:28:08.571000 | 10.1.0.5 | 0:00:00.000226 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.571000 | 10.1.0.5 | 0:00:00.000432 |           Sending MUTATION_RSP message to /10.0.0.5:7001 message size 34 bytes          |
| 2024-07-01 18:28:08.576000 | 10.2.0.6 | 0:00:00.000008 |                    MUTATION_REQ message received from /10.0.0.5:7001                    |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000145 |                       Enqueuing forwarded write to /10.2.0.5:7001                       |
| 2024-07-01 18:28:08.577000 | 10.2.0.4 | 0:00:00.000004 |                    MUTATION_REQ message received from /10.2.0.6:7001                    |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000200 |                       Enqueuing forwarded write to /10.2.0.4:7001                       |
| 2024-07-01 18:28:08.577000 | 10.2.0.4 | 0:00:00.000072 |                                  Appending to commitlog                                 |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000228 |                                  Appending to commitlog                                 |
| 2024-07-01 18:28:08.577000 | 10.2.0.4 | 0:00:00.000127 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000224 |           Sending MUTATION_REQ message to /10.2.0.5:7001 message size 96 bytes          |
| 2024-07-01 18:28:08.577000 | 10.2.0.4 | 0:00:00.000172 |                           Enqueuing response to /10.0.0.5:7001                          |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000246 |           Sending MUTATION_REQ message to /10.2.0.4:7001 message size 96 bytes          |
| 2024-07-01 18:28:08.577000 | 10.2.0.4 | 0:00:00.000239 |           Sending MUTATION_RSP message to /10.0.0.5:7001 message size 34 bytes          |
| 2024-07-01 18:28:08.577000 | 10.2.0.6 | 0:00:00.000260 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.577001 | 10.2.0.6 | 0:00:00.000297 |                           Enqueuing response to /10.0.0.5:7001                          |
| 2024-07-01 18:28:08.577001 | 10.2.0.6 | 0:00:00.000344 |           Sending MUTATION_RSP message to /10.0.0.5:7001 message size 34 bytes          |
| 2024-07-01 18:28:08.578000 | 10.2.0.5 | 0:00:00.000009 |                    MUTATION_REQ message received from /10.2.0.6:7001                    |
| 2024-07-01 18:28:08.578000 | 10.2.0.5 | 0:00:00.000098 |                                  Appending to commitlog                                 |
| 2024-07-01 18:28:08.578000 | 10.2.0.5 | 0:00:00.000169 |                                Adding to mytable memtable                               |
| 2024-07-01 18:28:08.578000 | 10.2.0.5 | 0:00:00.000215 |                           Enqueuing response to /10.0.0.5:7001                          |
| 2024-07-01 18:28:08.579000 | 10.2.0.5 | 0:00:00.000278 |           Sending MUTATION_RSP message to /10.0.0.5:7001 message size 34 bytes          |
| 2024-07-01 18:28:08.595000 | 10.0.0.5 | 0:00:00.036640 |                    MUTATION_RSP message received from /10.2.0.5:7001                    |
| 2024-07-01 18:28:08.595001 | 10.0.0.5 | 0:00:00.036680 |                         Processing response from /10.2.0.5:7001                         |
| 2024-07-01 18:28:08.595001 | 10.0.0.5 | 0:00:00.036771 |                    MUTATION_RSP message received from /10.2.0.4:7001                    |
| 2024-07-01 18:28:08.595001 | 10.0.0.5 | 0:00:00.036795 |                         Processing response from /10.2.0.4:7001                         |
| 2024-07-01 18:28:08.596000 | 10.0.0.5 | 0:00:00.037603 |                    MUTATION_RSP message received from /10.2.0.6:7001                    |
| 2024-07-01 18:28:08.596000 | 10.0.0.5 | 0:00:00.037710 |                         Processing response from /10.2.0.6:7001                         |
| 2024-07-01 18:28:08.599000 | 10.0.0.5 | 0:00:00.040941 |                    MUTATION_RSP message received from /10.1.0.5:7001                    |
| 2024-07-01 18:28:08.599000 | 10.0.0.5 | 0:00:00.041023 |                         Processing response from /10.1.0.5:7001                         |
| 2024-07-01 18:28:08.603000 | 10.0.0.5 | 0:00:00.045147 |                    MUTATION_RSP message received from /10.1.0.4:7001                    |
| 2024-07-01 18:28:08.604000 | 10.0.0.5 | 0:00:00.045218 |                         Processing response from /10.1.0.4:7001                         |
| 2024-07-01 18:28:08.604000 | 10.0.0.5 | 0:00:00.045259 |                    MUTATION_RSP message received from /10.1.0.6:7001                    |
| 2024-07-01 18:28:08.604000 | 10.0.0.5 | 0:00:00.045350 |                         Processing response from /10.1.0.6:7001                         |
+----------------------------+----------+----------------+-----------------------------------------------------------------------------------------+
