+----------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                Read Consistency level: EACH_QUORUM, Duration: 478.034 ms                                                 |
+----------------------------+----------+----------------+-------------------------------------------------------------------------------------------------+
|            Time            |  Source  |    Duration    |                                           Description                                           |
| 2024-07-01 18:28:12.943000 | 10.0.0.5 | 0:00:00.003275 |       Enqueuing request to Full(/10.1.0.5:7001,(9133628120382734592,-9033229759575265288])      |
| 2024-07-01 18:28:12.943000 | 10.0.0.5 | 0:00:00.003305 |       Enqueuing request to Full(/10.2.0.6:7001,(9133628120382734592,-9033229759575265288])      |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003302 |                Sending RANGE_REQ message to /10.2.0.5:7001 message size 107 bytes               |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003346 |       Enqueuing request to Full(/10.1.0.4:7001,(9133628120382734592,-9033229759575265288])      |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003361 |                Sending RANGE_REQ message to /10.2.0.6:7001 message size 107 bytes               |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003377 |                Sending RANGE_REQ message to /10.1.0.5:7001 message size 107 bytes               |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003386 |                Sending RANGE_REQ message to /10.1.0.4:7001 message size 107 bytes               |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003439 |                          RANGE_REQ message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003448 |                              Submitted 1 concurrent range requests                              |
| 2024-07-01 18:28:12.943001 | 10.0.0.5 | 0:00:00.003575 | Executing seq scan across 0 sstables for (min(-9223372036854775808), min(-9223372036854775808)] |
| 2024-07-01 18:28:12.943002 | 10.0.0.5 | 0:00:00.003835 |                              Read 4 live rows and 0 tombstone cells                             |
| 2024-07-01 18:28:12.943002 | 10.0.0.5 | 0:00:00.003865 |                               Enqueuing response to /10.0.0.5:7001                              |
| 2024-07-01 18:28:12.943002 | 10.0.0.5 | 0:00:00.003908 |                Sending RANGE_RSP message to /10.0.0.5:7001 message size 160 bytes               |
| 2024-07-01 18:28:12.943002 | 10.0.0.5 | 0:00:00.004038 |                          RANGE_RSP message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.943002 | 10.0.0.5 | 0:00:00.004144 |                             Processing response from /10.0.0.5:7001                             |
| 2024-07-01 18:28:12.944000 | 10.0.0.5 | 0:00:00.004965 |                          RANGE_RSP message received from /10.0.0.4:7001                         |
| 2024-07-01 18:28:12.944000 | 10.0.0.5 | 0:00:00.005008 |                             Processing response from /10.0.0.4:7001                             |
| 2024-07-01 18:28:12.955000 | 10.1.0.4 | 0:00:00.000019 |                          RANGE_REQ message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.955000 | 10.1.0.4 | 0:00:00.000244 | Executing seq scan across 0 sstables for (min(-9223372036854775808), min(-9223372036854775808)] |
| 2024-07-01 18:28:12.955000 | 10.1.0.4 | 0:00:00.000470 |                              Read 4 live rows and 0 tombstone cells                             |
| 2024-07-01 18:28:12.955000 | 10.1.0.4 | 0:00:00.000517 |                               Enqueuing response to /10.0.0.5:7001                              |
| 2024-07-01 18:28:12.955000 | 10.1.0.4 | 0:00:00.000588 |                Sending RANGE_RSP message to /10.0.0.5:7001 message size 160 bytes               |
| 2024-07-01 18:28:12.960000 | 10.2.0.5 | 0:00:00.000013 |                          RANGE_REQ message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.960000 | 10.2.0.5 | 0:00:00.000200 | Executing seq scan across 0 sstables for (min(-9223372036854775808), min(-9223372036854775808)] |
| 2024-07-01 18:28:12.960000 | 10.2.0.5 | 0:00:00.000397 |                              Read 4 live rows and 0 tombstone cells                             |
| 2024-07-01 18:28:12.960001 | 10.2.0.5 | 0:00:00.000436 |                               Enqueuing response to /10.0.0.5:7001                              |
| 2024-07-01 18:28:12.960001 | 10.2.0.5 | 0:00:00.000493 |                Sending RANGE_RSP message to /10.0.0.5:7001 message size 160 bytes               |
| 2024-07-01 18:28:12.961000 | 10.2.0.6 | 0:00:00.000018 |                          RANGE_REQ message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.961000 | 10.2.0.6 | 0:00:00.000186 | Executing seq scan across 0 sstables for (min(-9223372036854775808), min(-9223372036854775808)] |
| 2024-07-01 18:28:12.962000 | 10.2.0.6 | 0:00:00.000444 |                              Read 4 live rows and 0 tombstone cells                             |
| 2024-07-01 18:28:12.962000 | 10.2.0.6 | 0:00:00.000486 |                               Enqueuing response to /10.0.0.5:7001                              |
| 2024-07-01 18:28:12.962000 | 10.2.0.6 | 0:00:00.000551 |                Sending RANGE_RSP message to /10.0.0.5:7001 message size 160 bytes               |
| 2024-07-01 18:28:12.970000 | 10.0.0.5 | 0:00:00.030899 |                          RANGE_RSP message received from /10.1.0.4:7001                         |
| 2024-07-01 18:28:12.970000 | 10.0.0.5 | 0:00:00.031048 |                             Processing response from /10.1.0.4:7001                             |
| 2024-07-01 18:28:12.973000 | 10.1.0.5 | 0:00:00.000012 |                          RANGE_REQ message received from /10.0.0.5:7001                         |
| 2024-07-01 18:28:12.973000 | 10.1.0.5 | 0:00:00.000229 | Executing seq scan across 0 sstables for (min(-9223372036854775808), min(-9223372036854775808)] |
| 2024-07-01 18:28:12.974000 | 10.1.0.5 | 0:00:00.000568 |                              Read 4 live rows and 0 tombstone cells                             |
| 2024-07-01 18:28:12.974000 | 10.1.0.5 | 0:00:00.000632 |                               Enqueuing response to /10.0.0.5:7001                              |
| 2024-07-01 18:28:12.974000 | 10.1.0.5 | 0:00:00.000709 |                Sending RANGE_RSP message to /10.0.0.5:7001 message size 160 bytes               |
| 2024-07-01 18:28:12.976000 | 10.0.0.5 | 0:00:00.036312 |                          RANGE_RSP message received from /10.2.0.5:7001                         |
| 2024-07-01 18:28:12.976000 | 10.0.0.5 | 0:00:00.036380 |                             Processing response from /10.2.0.5:7001                             |
| 2024-07-01 18:28:13.002000 | 10.0.0.5 | 0:00:00.062386 |                          RANGE_RSP message received from /10.1.0.5:7001                         |
| 2024-07-01 18:28:13.002000 | 10.0.0.5 | 0:00:00.062462 |                             Processing response from /10.1.0.5:7001                             |
| 2024-07-01 18:28:13.004000 | 10.0.0.5 | 0:00:00.064657 |                          RANGE_RSP message received from /10.2.0.6:7001                         |
| 2024-07-01 18:28:13.004000 | 10.0.0.5 | 0:00:00.064738 |                             Processing response from /10.2.0.6:7001                             |
+----------------------------+----------+----------------+-------------------------------------------------------------------------------------------------+
